Title,DateText,Date,Link,Image,Summary,Source,DateParsed,DateISO
"December 1st, 2022 New ground-source heating pump system for Minova Poland Our Minova Arnall steel facility, in Poland, has recently commissioned a new ground-source heating pump system.","December 01, 2022",2022-12-01 00:00:00,https://www.minovaglobal.com/apac/news/2022-12-01/new-ground-source-heating-pump-system-for-minova-poland,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/asset-1.png,,FiReP Minova,2022-12-01 00:00:00+00:00,2022-12-01
Pultron Composites takes out Excellence in Innovation Award,30 August 2022,"August 30, 2022",/insights/pultron-composite-news/composites-innovation-award-2/,https://pultron.com/assets/NewsImages/jasper-award-crop__FillWzYwMCw0NTBd.jpg,News30 August 2022Pultron Composites takes out Excellence in Innovation Award,Mateenbar Pultron,2022-08-30 00:00:00+00:00,2022-08-30
"July 5th, 2022 Minova Canada is expanding with a new resin cartridge manufacturing facility We are pleased to announce that we will be opening a new Lokset Resin Cartridge production facility at our Hamilton, Ontario site in Canada.","July 05, 2022",2022-07-05 00:00:00,https://www.minovaglobal.com/apac/news/2022-07-05/minova-canada-is-expanding-with-a-new-resin-cartridge-manufacturing-facility,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/bluefield-wv-usa-4.jpg,,FiReP Minova,2022-07-05 00:00:00+00:00,2022-07-05
Joint Venture with Owens Corning to Produce Fiberglass Rebar,6 June 2022,"June 06, 2022",/insights/pultron-composite-news/produce-fiberglass-rebar-2/,https://pultron.com/assets/NewsImages/fiberglass-oc-cover__FillWzYwMCw0NTBd.jpg,News6 June 2022Joint Venture with Owens Corning to Produce Fiberglass Rebar,Mateenbar Pultron,2022-06-06 00:00:00+00:00,2022-06-06
Leviat introduces the revolutionary new MPS-T Precast Shoe,"May 24, 2022",2022-05-24 00:00:00,https://www.moment-solutions.com/leviat-introduces-the-revolutionary-new-mps-t-precast-shoe/,https://www.moment-solutions.com/wp-content/uploads/2022/03/Moment-MPS-T-Precast-Shoe-2.png,,Moment (Leviat),2022-05-24 00:00:00+00:00,2022-05-24
Shahid Islam Joins PTI's Technical Advisory Board,05/10/2022,,https://dywidag.com/press/shahid-islam-is-now-a-member-of-ptis-technical-advisory-board-tab,https://raw.githubusercontent.com/jumpbcc158/Logos/main/DYWIDAG_16x9.png,,Dywidag,2022-05-10 00:00:00+00:00,2022-05-10
DYWIDAG New CEO: Hugh Pelham,04/11/2022,,https://dywidag.com/press/dywidag-new-chief-executive-officer-hugh-pelham,https://raw.githubusercontent.com/jumpbcc158/Logos/main/DYWIDAG_16x9.png,,Dywidag,2022-04-11 00:00:00+00:00,2022-04-11
"April 6th, 2022 New Research & Development facility in Poland We are excited to have opened our new laboratories at our existing Ekochem Research & Development facility in Poland","April 06, 2022",2022-04-06 00:00:00,https://www.minovaglobal.com/apac/news/2022-04-06/new-research-development-facility-in-poland,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/poland-lab-signage.jpg,,FiReP Minova,2022-04-06 00:00:00+00:00,2022-04-06
"February 3rd, 2022 AURELIUS announces the acquisition of Minova AURELIUS will actively support Minova’s ongoing innovation across its product portfolio and its core markets of soft rock, hard rock, and infrastructure in the coming years.","February 03, 2022",2022-02-03 00:00:00,https://www.minovaglobal.com/apac/news/2022-02-03/aurelius-announces-the-acquisition-of-minova,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/aurelius_equity_opportunities_logo_g.jpg,,FiReP Minova,2022-02-03 00:00:00+00:00,2022-02-03
"December 12th, 2021 Minova UK is expanding into new 22,000 Sq Ft. Warehouse and office facility to cater for construction market growth Minova International Ltd (Minova), a global manufacturer of bolting systems, specialist injection resins and cementitious grouts will soon move to a new location in Barnsley, UK.","December 12, 2021",2021-12-12 00:00:00,https://www.minovaglobal.com/apac/news/2021-12-12/minova-uk-is-expanding-into-new-22000-sq-ft-warehouse-and-office-facility-to-cater-for-construction-market-growth,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/warehouse.jpg,,FiReP Minova,2021-12-12 00:00:00+00:00,2021-12-12
Concrete Products Article: Critical ACI 318-19 Code changes streamline reinforced concrete structure design,"Oct 26, 2021",2021-10-26 00:00:00,https://blog.nvent.com/concrete-products-article-aci-318-19-code-changes/,https://blog.nvent.com/wp-content/uploads/2021/10/Lenton-blog-concrete-products-article.png,,nVent LENTON,2021-10-26 00:00:00+00:00,2021-10-26
The Difference of a Few Turns: Saving Time and Labor on a High-Profile Construction Project,"Oct 06, 2021",2021-10-06 00:00:00,https://blog.nvent.com/the-difference-of-a-few-turns-saving-time-and-labor-on-a-high-profile-construction-project/,https://blog.nvent.com/wp-content/uploads/2021/10/Midland-4-480x480.jpg,,nVent LENTON,2021-10-06 00:00:00+00:00,2021-10-06
Saudi Aramco inaugurates IKK Mateenbar,15 September 2021,"September 15, 2021",/insights/pultron-composite-news/mateenbar-in-saudi-2/,https://pultron.com/assets/BLOG/Ribbon-cutting-ceremony__FillWzYwMCw0NTBd.jpg,15 September 2021Saudi Aramco inaugurates IKK Mateenbar,Mateenbar Pultron,2021-09-15 00:00:00+00:00,2021-09-15
nVent LENTON Couplers Save Valuable Time and Money on the Puente Centenario Project,"Sep 15, 2021",2021-09-15 00:00:00,https://blog.nvent.com/nvent-lenton-couplers-save-valuable-time-and-money-on-the-puente-centenario-project/,https://blog.nvent.com/wp-content/uploads/2021/09/IMG_0027-480x480.jpg,,nVent LENTON,2021-09-15 00:00:00+00:00,2021-09-15
Celebrating 30 Years Of MOMENT,"August 26, 2021",2021-08-26 00:00:00,https://www.moment-solutions.com/celebrating-30-years-of-moment/,https://www.moment-solutions.com/wp-content/uploads/2021/08/Bar-Box-PDF_30-Years-1.png,,Moment (Leviat),2021-08-26 00:00:00+00:00,2021-08-26
Versatile nVent LENTON Couplers Speed Up the Piling Process on the CTRL Project,"Aug 04, 2021",2021-08-04 00:00:00,https://blog.nvent.com/versatile-nvent-lenton-couplers-speed-up-the-piling-process-on-the-ctrl-project/,https://blog.nvent.com/wp-content/uploads/2021/08/CTRL-009-480x480.jpg,,nVent LENTON,2021-08-04 00:00:00+00:00,2021-08-04
"Jul 28, 2021 LENTON Couplers Eliminate The “Hidden Costs” of Lap Splicing For many years, lap splicing has been the traditional method of connecting reinforcing bars . But as many structural engineers, architects and specifiers have discovered, lap splicing has...","Jul 28, 2021",2021-07-28 00:00:00,https://blog.nvent.com/couplers-eliminate-the-hidden-costs-of-lap-splicing/,,,nVent LENTON,2021-07-28 00:00:00+00:00,2021-07-28
nVent LENTON Contributes to Time Savings in Theodore Roosevelt Memorial Bridge project,"Jun 29, 2021",2021-06-29 00:00:00,https://blog.nvent.com/theodore-roosevelt-memorial-bridge-project/,https://blog.nvent.com/wp-content/uploads/2021/05/PH0169-480x480.jpg,,nVent LENTON,2021-06-29 00:00:00+00:00,2021-06-29
"From Product Performance to Field Installation, nVent LENTON Taper Threaded Systems Out Perform Parallel Threaded Systems","Jun 15, 2021",2021-06-15 00:00:00,https://blog.nvent.com/taper-threaded-systems-vs-parallel-threaded-systems/,https://blog.nvent.com/wp-content/uploads/2021/06/Picture1.jpg,,nVent LENTON,2021-06-15 00:00:00+00:00,2021-06-15
nVent LENTON Couplers Used in Australia’s Kurilpa Bridge,"Jun 01, 2021",2021-06-01 00:00:00,https://blog.nvent.com/nvent-lenton-couplers-used-in-australias-kurilpa-bridge/,https://blog.nvent.com/wp-content/uploads/2021/05/Kurilpa-BridgeRC_Timelapse_D20091005_T225805-480x480.jpg,,nVent LENTON,2021-06-01 00:00:00+00:00,2021-06-01
"Pultron Composites Signs Strategic Alliance with US Fortune 500 Company, Owens Corning",11 May 2021,"May 11, 2021",/insights/pultron-composite-news/owens-corning-alliance-2/,https://pultron.com/assets/BLOG/Owens-Corning-Rebar__FillWzYwMCw0NTBd.jpg,"News11 May 2021Pultron Composites Signs Strategic Alliance with US Fortune 500 Company, Owens Corning",Mateenbar Pultron,2021-05-11 00:00:00+00:00,2021-05-11
We are Leviat. We are Ready.,"October 12, 2020",2020-10-12 00:00:00,https://www.moment-solutions.com/we-are-evolving-on-9th-november-2020-we-will-become-leviat/,https://www.moment-solutions.com/wp-content/uploads/2020/10/Leviat-990x628.jpg,,Moment (Leviat),2020-10-12 00:00:00+00:00,2020-10-12
CARES Certified MOMENT Mechanical Splicing System,"October 5, 2020",2020-10-05 00:00:00,https://www.moment-solutions.com/cares-certified-coupler/,https://www.moment-solutions.com/wp-content/uploads/2020/04/2.jpg,,Moment (Leviat),2020-10-05 00:00:00+00:00,2020-10-05
Vice-Chairman of the FRP Rebar Manufacturers Council in North America,30 July 2020,"July 30, 2020",/insights/pultron-composite-news/frp-rebar-council-2/,https://pultron.com/assets/NewsImages/pete-with-mateenbar-closeup__FillWzYwMCw0NTBd.jpg,News30 July 2020Vice-Chairman of the FRP Rebar Manufacturers Council in North America,Mateenbar Pultron,2020-07-30 00:00:00+00:00,2020-07-30
"July 27th, 2020 MINOVA ANNOUNCES JOINT VENTURE WITH INDIA BASED RUNAYA New joint venture Minova Runaya Pvt. Ltd (MRPL), established in India by Minova and Runaya Metsource.","July 27, 2020",2020-07-27 00:00:00,https://www.minovaglobal.com/apac/news/2020-07-27/minova-announces-joint-venture-with-india-based-runaya,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/minova-runaya-jv.png,,FiReP Minova,2020-07-27 00:00:00+00:00,2020-07-27
Managing COVID-19 Stress,"June 2, 2020",2020-06-02 00:00:00,https://www.moment-solutions.com/managing-covid-19-stress/,https://www.moment-solutions.com/wp-content/uploads/2020/06/4.-thinking-1.jpg,,Moment (Leviat),2020-06-02 00:00:00+00:00,2020-06-02
"April 9th, 2020 David returns home! Over the last 12 months, the Minova Australian Technology Team have been working closely with their Orica counterparts to develop and trial new uphole stemming technology which supports certain Webgen applications.","April 09, 2020",2020-04-09 00:00:00,https://www.minovaglobal.com/apac/news/2020-04-09/david-returns-home,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/david-bogle-2.png,,FiReP Minova,2020-04-09 00:00:00+00:00,2020-04-09
"April 8th, 2020 Coronavirus Minova we are in this together The spread of COVID-19 continues to have a significant impact on the world.","April 08, 2020",2020-04-08 00:00:00,https://www.minovaglobal.com/apac/news/2020-04-08/coronavirus-minova-we-are-in-this-together,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/coronavirus-banner-4png.jpg,,FiReP Minova,2020-04-08 00:00:00+00:00,2020-04-08
Our Measures in Response to the Movement Control Order,"March 23, 2020",2020-03-23 00:00:00,https://www.moment-solutions.com/our-measures-in-response-to-the-movement-control-order/,https://www.moment-solutions.com/wp-content/uploads/2020/03/coronavirusmgn10.jpg,,Moment (Leviat),2020-03-23 00:00:00+00:00,2020-03-23
"March 18th, 2020 MINOVA OPERATIONS UPDATE IN RESPONSE TO COVID-19 The below information is current as of 18th March. This post will be updated regularly.","March 18, 2020",2020-03-18 00:00:00,https://www.minovaglobal.com/apac/news/2020-03-18/minova-operations-update-in-response-to-covid-19,https://minova.lon1.cdn.digitaloceanspaces.com/assets/news/coronavirus-banner-4png.jpg,,FiReP Minova,2020-03-18 00:00:00+00:00,2020-03-18
Global Partnership Renewal With Samsung C&T,"January 3, 2020",2020-01-03 00:00:00,https://www.moment-solutions.com/global-partnership-renewal-with-samsung-ct/,https://www.moment-solutions.com/wp-content/uploads/2020/01/Gary-at-Korea-3-1.jpg,,Moment (Leviat),2020-01-03 00:00:00+00:00,2020-01-03
Proud Titanium Sponsor for SCI 2019,"November 27, 2019",2019-11-27 00:00:00,https://www.moment-solutions.com/titanium-sponsor-for-sci-2019/,https://www.moment-solutions.com/wp-content/uploads/2019/11/SCI-4.jpg,,Moment (Leviat),2019-11-27 00:00:00+00:00,2019-11-27
Enhancing Construction Accessories Research With University Malaya,"November 5, 2019",2019-11-05 00:00:00,https://www.moment-solutions.com/enhancing-construction-accessories-research-with-university-malaya/,https://www.moment-solutions.com/wp-content/uploads/2019/11/3-990x743.jpg,,Moment (Leviat),2019-11-05 00:00:00+00:00,2019-11-05
Welcome Hume Concrete!,"November 5, 2019",2019-11-05 00:00:00,https://www.moment-solutions.com/welcome-hume-concrete/,https://www.moment-solutions.com/wp-content/uploads/2020/02/Hume-x-HM.jpg,,Moment (Leviat),2019-11-05 00:00:00+00:00,2019-11-05
Proud Gold Sponsor Of IESN 2019,"October 29, 2019",2019-10-29 00:00:00,https://www.moment-solutions.com/proud-gold-sponsor-of-iesn-2019-latest-news-halfen-moment/,https://www.moment-solutions.com/wp-content/uploads/2019/10/1-2-990x661.jpg,,Moment (Leviat),2019-10-29 00:00:00+00:00,2019-10-29
"14BC- New Address, Same Passion","September 12, 2019",2019-09-12 00:00:00,https://www.moment-solutions.com/halfen-moment-singapore-launched-new-office/,https://www.moment-solutions.com/wp-content/uploads/2019/09/HMSG-New-Office-1.jpg,,Moment (Leviat),2019-09-12 00:00:00+00:00,2019-09-12
IC Nominated For Productivity & Innovation Awards (PIA) 2019,"September 11, 2019",2019-09-11 00:00:00,https://www.moment-solutions.com/ic-nominated-for-productivity-innovation-awards-pia-2019/,https://www.moment-solutions.com/wp-content/uploads/2019/09/WhatsApp-Image-2019-09-05-at-18.29.45-990x743.jpeg,,Moment (Leviat),2019-09-11 00:00:00+00:00,2019-09-11
Eurocode 2 – Design of Fastenings For Use In Concrete With IES & IEM,"September 10, 2019",2019-09-10 00:00:00,https://www.moment-solutions.com/ies-and-iem-seminar-2019/,https://www.moment-solutions.com/wp-content/uploads/2019/09/HM-Team-990x743.jpg,,Moment (Leviat),2019-09-10 00:00:00+00:00,2019-09-10
Halfen Moment Participated In IBEW 2019,"September 3, 2019",2019-09-03 00:00:00,https://www.moment-solutions.com/halfen-moment-participated-in-ibew-2019/,https://www.moment-solutions.com/wp-content/uploads/2019/09/WhatsApp-Image-2019-09-04-at-12.59.57-990x743.jpeg,,Moment (Leviat),2019-09-03 00:00:00+00:00,2019-09-03
JKR Seeks Future Collaboration With Halfen Moment,"August 6, 2019",2019-08-06 00:00:00,https://www.moment-solutions.com/halfen-moment-seeks-future-collaboration-with-jkr/,https://www.moment-solutions.com/wp-content/uploads/2020/02/JKR-Halfen-Moment-Group-Photo.jpg,,Moment (Leviat),2019-08-06 00:00:00+00:00,2019-08-06
"July 12th, 2019 Minova consolidates its European manufacturing and invests in new plants to serve growth markets Minova's growth sees further global investment and development.","July 12, 2019",2019-07-12 00:00:00,https://www.minovaglobal.com/apac/news/2019-07-12/minova-consolidates-its-european-manufacturing-and-invests-in-new-plants-to-serve-growth-markets,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-07-12 00:00:00+00:00,2019-07-12
"April 26th, 2019 Meet Minova at the World Tunnel Congress (WTC) 2019 Don’t miss out on WTC 2019 held between 3 - 9 May in the famous “Mostra D’Oltremare” in Italy.","April 26, 2019",2019-04-26 00:00:00,https://www.minovaglobal.com/apac/news/2019-04-26/meet-minova-at-the-world-tunnel-congress-wtc-2019,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-04-26 00:00:00+00:00,2019-04-26
Halfen Moment Wins Most Active Organisation Award,"April 25, 2019",2019-04-25 00:00:00,https://www.moment-solutions.com/halfen-moment-wins-most-active-organisation-award/,https://www.moment-solutions.com/wp-content/uploads/2019/04/IMG-20190420-WA0051.jpg,,Moment (Leviat),2019-04-25 00:00:00+00:00,2019-04-25
"April 24th, 2019 Minova Exhibiting at CIM 2019 Convention in Montreal Minova will be exhibiting at CIM EXPO, Canada's premier mining trade show.","April 24, 2019",2019-04-24 00:00:00,https://www.minovaglobal.com/apac/news/2019-04-24/minova-exhibiting-at-cim-2019-convention-in-montreal,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-04-24 00:00:00+00:00,2019-04-24
"April 5th, 2019 Minova at the ‘biggest ever’ Bauma 2019! Minova is taking part in Bauma - the world's leading construction machinery trade fair show in Munich next week.","April 05, 2019",2019-04-05 00:00:00,https://www.minovaglobal.com/apac/news/2019-04-05/minova-at-the-biggest-ever-bauma-2019,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-04-05 00:00:00+00:00,2019-04-05
"March 17th, 2019 Minova consolidates its European manufacturing and invests in new plants to serve growth markets Minova's growth sees futher global investment and development","March 17, 2019",2019-03-17 00:00:00,https://www.minovaglobal.com/apac/news/2019-03-17/minova-consolidates-its-european-manufacturing-and-invests-in-new-plants-to-serve-growth-markets,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-03-17 00:00:00+00:00,2019-03-17
"March 4th, 2019 Minova becomes a member of the British Drilling Association It’s official! We are now a proud member of the British Drilling Association.","March 04, 2019",2019-03-04 00:00:00,https://www.minovaglobal.com/apac/news/2019-03-04/minova-becomes-a-member-of-the-british-drilling-association,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-03-04 00:00:00+00:00,2019-03-04
"February 27th, 2019 Minova sponsors AusIMM’s International Women’s Day event series We’re delighted to announce we are sponsoring AusIMM’s International Women’s Day event series.","February 27, 2019",2019-02-27 00:00:00,https://www.minovaglobal.com/apac/news/2019-02-27/minova-sponsors-ausimms-international-womens-day-event-series,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-02-27 00:00:00+00:00,2019-02-27
"February 25th, 2019 Minova Colleagues raise $3460 by ‘Braving the Shave’! Minova’s Jessica Gotham and Leon Ryan experimented with their hair to raise funds and awareness for families affected by cancer.","February 25, 2019",2019-02-25 00:00:00,https://www.minovaglobal.com/apac/news/2019-02-25/minova-colleagues-raise-3460-by-braving-the-shave,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-02-25 00:00:00+00:00,2019-02-25
"February 24th, 2019 Minova to support the Department of Geotechnics and Underground Engineering of VŠB-TUO Meet us at VÖBU Fair 2019 in Vienna, Austria on Thursday, 31st January and Friday, 1st February.","February 24, 2019",2019-02-24 00:00:00,https://www.minovaglobal.com/apac/news/2019-02-24/minova-to-support-the-department-of-geotechnics-and-underground-engineering-of-vsb-tuo,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-02-24 00:00:00+00:00,2019-02-24
"February 18th, 2019 Minova is Gold Sponsor of Coal Operators' Conference 2019 We are proud to be a Gold Sponsor of Coal Operators' Conference 2019 held at University of Wollongong in Australia!","February 18, 2019",2019-02-18 00:00:00,https://www.minovaglobal.com/apac/news/2019-02-18/minova-is-gold-sponsor-of-coal-operators-conference-2019,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-02-18 00:00:00+00:00,2019-02-18
"February 4th, 2019 Minova at Indaba Minova visited Cape Town, to showcase our products for the mining industry.","February 04, 2019",2019-02-04 00:00:00,https://www.minovaglobal.com/apac/news/2019-02-04/minova-at-indaba,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-02-04 00:00:00+00:00,2019-02-04
"February 1st, 2019 24th International Colloquium Our Czech Republic colleagues have hosted the 24th International Colloquium in Ostrava.","February 01, 2019",2019-02-01 00:00:00,https://www.minovaglobal.com/apac/news/2019-02-01/24th-international-colloquium,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2019-02-01 00:00:00+00:00,2019-02-01
"December 4th, 2018 Minova at Geoengineering in Construction Conference Minova’s Joanna Gliniecka to speak on Self Drilling Systems at Geoengineering in Construction Conference.","December 04, 2018",2018-12-04 00:00:00,https://www.minovaglobal.com/apac/news/2018-12-04/minova-at-geoengineering-in-construction-conference,https://minova.lon1.cdn.digitaloceanspaces.com/assets/banners/about-4-(1).png,,FiReP Minova,2018-12-04 00:00:00+00:00,2018-12-04
